"","date_yearmon","Site","Ammonia","Kjeldahl nitrogen","Nitrate + Nitrite","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin"
"716",Sep 2010,"Clark Fork River at Bonita",NA,NA,NA,8.20666666666667,455.666666666667,14.3,245,NA,NA,3.66666666666667,NA,NA
"717",Jun 2011,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",Jul 2011,"Clark Fork River at Bonita",NA,NA,NA,8.26,299.7,16.7,194.766666666667,NA,NA,12.3466666666667,NA,NA
"719",Aug 2011,"Clark Fork River at Bonita",NA,NA,NA,8.35666666666667,373.133333333333,17.1,242.666666666667,NA,NA,2.81666666666667,NA,NA
"720",Sep 2011,"Clark Fork River at Bonita",NA,NA,NA,8.43,426.6,13.05,277.25,NA,NA,3.77,NA,NA
"721",Jun 2012,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",Jul 2012,"Clark Fork River at Bonita",NA,NA,NA,8.42,408.6,19.2666666666667,265.666666666667,NA,NA,1.72,NA,NA
"723",Aug 2012,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",Sep 2012,"Clark Fork River at Bonita",NA,NA,NA,8.335,473.75,12.95,308.1,NA,NA,1.49,NA,NA
"725",Jul 2013,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",Aug 2013,"Clark Fork River at Bonita",NA,NA,NA,8.315,507.5,17.55,329.9,NA,NA,2.455,NA,NA
"727",Sep 2013,"Clark Fork River at Bonita",NA,NA,NA,8.28,520,15.75,338,NA,NA,7.23,NA,NA
"728",Jul 2014,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",Aug 2014,"Clark Fork River at Bonita",NA,NA,NA,8.25,533,18.65,346.45,NA,NA,3.135,NA,NA
"730",Sep 2014,"Clark Fork River at Bonita",NA,NA,NA,8.255,504.05,14.15,327.6,NA,NA,4.295,NA,NA
"731",Jul 2015,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",Aug 2015,"Clark Fork River at Bonita",NA,NA,NA,8.215,504.25,16.25,327.6,NA,NA,4.165,NA,NA
"733",Sep 2015,"Clark Fork River at Bonita",NA,NA,NA,8.355,479.75,13,311.7,NA,NA,7.275,NA,NA
"734",Jul 2016,"Clark Fork River at Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",Aug 2016,"Clark Fork River at Bonita",NA,NA,NA,8.3,490.3,16,318.8,NA,NA,34.135,NA,NA
"736",Sep 2016,"Clark Fork River at Bonita",NA,NA,NA,8.52,496.95,13,323.05,NA,NA,9.525,NA,NA
"737",Jun 1998,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",Jul 1998,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",Aug 1998,"Clark Fork River at Deer Lodge",NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",Sep 1998,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.22,486,18.8,246,NA,NA,NA,NA,NA
"741",Oct 1998,"Clark Fork River at Deer Lodge",NA,NA,NA,7.99,433,8.9,218,NA,NA,NA,NA,NA
"742",Nov 1998,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.37,432,6.2,217,NA,NA,NA,NA,NA
"743",Dec 1998,"Clark Fork River at Deer Lodge",NA,0.1,NA,7.92,501,4.8,253,NA,NA,NA,NA,NA
"744",Jan 1999,"Clark Fork River at Deer Lodge",NA,NA,NA,7.46,596,0.8,298,NA,NA,NA,NA,NA
"745",Mar 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.45,295,6.2,154,NA,NA,NA,NA,NA
"746",Apr 1999,"Clark Fork River at Deer Lodge",NA,0.2,NA,7.78,500,8.4,266,NA,NA,NA,NA,NA
"747",May 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",Jun 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,6.76,227,21,118,NA,NA,NA,NA,NA
"749",Jul 1999,"Clark Fork River at Deer Lodge",NA,0.2,NA,7.67,339,24,167,NA,NA,NA,NA,NA
"750",Aug 1999,"Clark Fork River at Deer Lodge",NA,0.4,NA,7.44,429,22.6,216,NA,NA,NA,NA,NA
"751",Sep 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",Oct 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,7.41,486,8.7,244,NA,NA,NA,NA,NA
"753",Nov 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,562,6.7,281,NA,NA,NA,NA,NA
"754",Dec 1999,"Clark Fork River at Deer Lodge",NA,0.3,NA,7.17,508,2.3,253,NA,NA,NA,NA,NA
"755",Jan 2000,"Clark Fork River at Deer Lodge",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",Feb 2000,"Clark Fork River at Deer Lodge",NA,0.3,NA,7.7,185,3.4,242,NA,NA,NA,NA,NA
"757",Mar 2000,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.28,461,5.9,230,NA,NA,NA,NA,NA
"758",May 2000,"Clark Fork River at Deer Lodge",NA,0.2,NA,7.91,491.5,13.75,246,NA,NA,NA,NA,NA
"759",Jun 2000,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.55,389,NA,196,NA,NA,4.5,NA,NA
"760",Jul 2000,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.45,524,18.5,262,NA,NA,4.07,NA,NA
"761",Aug 2000,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.43,562,18.4,281,NA,NA,NA,NA,NA
"762",Sep 2000,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.49,517,16.1,273,NA,NA,NA,NA,NA
"763",Oct 2000,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.44,598,10.8,299,NA,NA,4.45,NA,NA
"764",Nov 2000,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.1,500,3,250,NA,NA,2.42,NA,NA
"765",Dec 2000,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.17,567,5.5,284,NA,NA,2.6,NA,NA
"766",Jan 2001,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.15,533,3.1,266,NA,NA,3.97,NA,NA
"767",Feb 2001,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.26,598,0.5,299,NA,NA,NA,NA,NA
"768",Apr 2001,"Clark Fork River at Deer Lodge",NA,0.25,NA,8.5,NA,9.3,NA,NA,NA,5.79,NA,NA
"769",May 2001,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.05,431,14,215,NA,NA,NA,NA,NA
"770",Jun 2001,"Clark Fork River at Deer Lodge",NA,0.1,NA,8.65,466,16.5,234,NA,NA,NA,NA,NA
"771",Jul 2001,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.65,515,18,258,NA,NA,NA,NA,NA
"772",Aug 2001,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.45,522,18.7,262,NA,NA,2.05,NA,NA
"773",Sep 2001,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.95,512,15.7,256,NA,NA,1.72,NA,NA
"774",Oct 2001,"Clark Fork River at Deer Lodge",NA,0.35,NA,8.27,54,6.8,272,NA,NA,4.4,NA,NA
"775",Nov 2001,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.24,541,6.8,271,NA,NA,4.01,NA,NA
"776",Dec 2001,"Clark Fork River at Deer Lodge",NA,0.3,NA,7.77,523,1.9,268,NA,NA,4.04,NA,NA
"777",Jan 2002,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.62,538,1.2,271,NA,NA,2.87,NA,NA
"778",Mar 2002,"Clark Fork River at Deer Lodge",NA,0.3,NA,7.98,566,1.7,284,NA,NA,6.05,NA,NA
"779",Apr 2002,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.15,534.5,7.75,269,NA,NA,7.315,NA,NA
"780",May 2002,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.05,475,13.5,238,NA,NA,6.23,NA,NA
"781",Jun 2002,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.72,363,16.8,184,NA,NA,8.61,NA,NA
"782",Jul 2002,"Clark Fork River at Deer Lodge",NA,0.1,NA,8.44,471,21.9,236,NA,NA,3.75,NA,NA
"783",Aug 2002,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.75,498,15.8,252,NA,NA,1.09,NA,NA
"784",Sep 2002,"Clark Fork River at Deer Lodge",NA,0.2,NA,8.31,503,12.6,252,NA,NA,1.79,NA,NA
"785",Jun 2003,"Clark Fork River at Deer Lodge",NA,0.4,NA,7.88,313,16.4,167.9,NA,NA,9.72,NA,NA
"786",Jul 2003,"Clark Fork River at Deer Lodge",NA,0.5,NA,8.095,441,21.2,234.5,NA,NA,2.36,NA,NA
"787",Aug 2003,"Clark Fork River at Deer Lodge",NA,0.275,NA,7.98,516.333333333333,19.5666666666667,274.166666666667,NA,NA,1.63333333333333,NA,NA
"788",Sep 2003,"Clark Fork River at Deer Lodge",NA,0.366666666666667,NA,8.29,504,14.1333333333333,268,NA,NA,3.38666666666667,NA,NA
"789",May 2004,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.16,486,11.6,NA,NA,NA,3.26,NA,NA
"790",Jun 2004,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",Jul 2004,"Clark Fork River at Deer Lodge",NA,0.35,NA,8.26,487.5,19.45,NA,NA,NA,2.56,NA,NA
"792",Aug 2004,"Clark Fork River at Deer Lodge",NA,0.35,NA,8.28,529,16.05,NA,NA,NA,8.505,NA,NA
"793",Sep 2004,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.225,524.5,12.4,NA,NA,NA,5.905,NA,NA
"794",Jan 2005,"Clark Fork River at Deer Lodge",NA,0.5,NA,7.31,440,2.9,NA,NA,NA,19.7,NA,NA
"795",Feb 2005,"Clark Fork River at Deer Lodge",NA,0.2,NA,7.76,537,1.5,NA,NA,NA,6.8,NA,NA
"796",Mar 2005,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.3,472,4.7,NA,NA,NA,8.3,NA,NA
"797",Apr 2005,"Clark Fork River at Deer Lodge",NA,0.2,NA,7.82,589,9.2,NA,NA,NA,5.3,NA,NA
"798",May 2005,"Clark Fork River at Deer Lodge",NA,0.8,NA,7.9,540,12.3,NA,NA,NA,20.8,NA,NA
"799",Jun 2005,"Clark Fork River at Deer Lodge",NA,0.45,NA,NA,554.5,14.25,NA,NA,NA,11.5,NA,NA
"800",Jul 2005,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,404.5,18.9,NA,NA,NA,2.7,NA,NA
"801",Aug 2005,"Clark Fork River at Deer Lodge",NA,0.3,NA,8.62,453.666666666667,16.8,NA,NA,NA,1.8,NA,NA
"802",Sep 2005,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",Oct 2005,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.1,528,9.4,NA,NA,NA,NA,NA,NA
"804",Nov 2005,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,425,0,NA,NA,NA,NA,NA,NA
"805",Dec 2005,"Clark Fork River at Deer Lodge",NA,0.4,NA,NA,570,1,NA,NA,NA,NA,NA,NA
"806",Jun 2006,"Clark Fork River at Deer Lodge",NA,0.533333333333333,NA,8.21333333333333,360.333333333333,18.1666666666667,NA,NA,NA,7.87666666666667,NA,NA
"807",Jul 2006,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",Aug 2006,"Clark Fork River at Deer Lodge",NA,0.4,NA,8.35333333333333,498.666666666667,16.4666666666667,NA,NA,NA,1.88,NA,NA
"809",Sep 2006,"Clark Fork River at Deer Lodge",NA,NA,NA,8.45,521,13.9,NA,NA,NA,5.38,NA,NA
"810",Jun 2007,"Clark Fork River at Deer Lodge",NA,0.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",Jul 2007,"Clark Fork River at Deer Lodge",NA,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",Aug 2007,"Clark Fork River at Deer Lodge",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",Sep 2007,"Clark Fork River at Deer Lodge",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",Jun 2008,"Clark Fork River at Deer Lodge",NA,0.5,NA,8.435,291.5,13.85,154.95,NA,NA,14.65,NA,NA
"815",Jul 2008,"Clark Fork River at Deer Lodge",NA,0.275,NA,8.63333333333333,324.333333333333,19.4333333333333,172.033333333333,NA,NA,4.32,NA,NA
"816",Aug 2008,"Clark Fork River at Deer Lodge",NA,0.233333333333333,NA,8.85333333333333,457.333333333333,16.0333333333333,242.666666666667,NA,NA,2.09,NA,NA
"817",Sep 2008,"Clark Fork River at Deer Lodge",NA,0.25,NA,8.985,464,11.9,251,NA,NA,3.64,NA,NA
"818",Jun 2009,"Clark Fork River at Deer Lodge",NA,NA,NA,8.27,253,16.5,134.6,NA,NA,9.23,NA,NA
"819",Jul 2009,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",Aug 2009,"Clark Fork River at Deer Lodge",NA,NA,NA,8.76666666666667,409,19.5,217,NA,NA,3.54666666666667,NA,NA
"821",Sep 2009,"Clark Fork River at Deer Lodge",NA,NA,NA,8.50333333333333,434.666666666667,17.6666666666667,231,NA,NA,2.24,NA,NA
"822",Jun 2010,"Clark Fork River at Deer Lodge",NA,NA,NA,8.09,285,16.4,151.6,NA,NA,13.9,NA,NA
"823",Jul 2010,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",Aug 2010,"Clark Fork River at Deer Lodge",NA,NA,NA,8.40333333333333,385.666666666667,19.9,204.7,NA,NA,7.04666666666667,NA,NA
"825",Sep 2010,"Clark Fork River at Deer Lodge",NA,NA,NA,8.51333333333333,415,14.9,220.666666666667,NA,NA,4.18,NA,NA
"826",Jun 2011,"Clark Fork River at Deer Lodge",NA,NA,NA,8.365,248.3,15.05,161.15,NA,NA,10.31,NA,NA
"827",Jul 2011,"Clark Fork River at Deer Lodge",NA,NA,NA,8.20333333333333,244.833333333333,15.2333333333333,159.266666666667,NA,NA,10.93,NA,NA
"828",Aug 2011,"Clark Fork River at Deer Lodge",NA,NA,NA,8.34666666666667,317.4,16.2666666666667,206.466666666667,NA,NA,4.45666666666667,NA,NA
"829",Sep 2011,"Clark Fork River at Deer Lodge",NA,NA,NA,8.445,375.15,11.65,244.05,NA,NA,2.475,NA,NA
"830",Jun 2012,"Clark Fork River at Deer Lodge",NA,NA,NA,8.48,243.45,14.1,158.25,NA,NA,4.54,NA,NA
"831",Jul 2012,"Clark Fork River at Deer Lodge",NA,NA,NA,8.38666666666667,350.733333333333,18.9666666666667,227.9,NA,NA,3.04333333333333,NA,NA
"832",Aug 2012,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",Sep 2012,"Clark Fork River at Deer Lodge",NA,NA,NA,8.51,412.25,12.35,268.1,NA,NA,2.33,NA,NA
"834",Jul 2013,"Clark Fork River at Deer Lodge",NA,NA,NA,8.425,449.8,19.1,292.5,NA,NA,2.43,NA,NA
"835",Aug 2013,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",Sep 2013,"Clark Fork River at Deer Lodge",NA,NA,NA,8.23,496.95,14.9,323.05,NA,NA,4.055,NA,NA
"837",Jul 2014,"Clark Fork River at Deer Lodge",NA,NA,NA,8.27,308.1,17.75,200.55,NA,NA,6.025,NA,NA
"838",Aug 2014,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",Sep 2014,"Clark Fork River at Deer Lodge",NA,NA,NA,8.59,461.75,13.1,300.3,NA,NA,2.41,NA,NA
"840",Jul 2015,"Clark Fork River at Deer Lodge",NA,NA,NA,8.305,354.05,17.8,230.1,NA,NA,2.565,NA,NA
"841",Aug 2015,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",Sep 2015,"Clark Fork River at Deer Lodge",NA,NA,NA,8.385,471.1,11.7,306.15,NA,NA,3.365,NA,NA
"843",Jul 2016,"Clark Fork River at Deer Lodge",NA,NA,NA,8.285,400.2,16.05,260.3,NA,NA,1.9,NA,NA
"844",Aug 2016,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",Sep 2016,"Clark Fork River at Deer Lodge",NA,NA,NA,8.205,476.95,11,309.75,NA,NA,2.24,NA,NA
"846",Jun 1998,"Clark Fork River at Gold Creek",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",Jul 1998,"Clark Fork River at Gold Creek",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",Aug 1998,"Clark Fork River at Gold Creek",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",Sep 1998,"Clark Fork River at Gold Creek",NA,0.2,NA,7.7,434,15.7,218,NA,NA,NA,NA,NA
"850",Oct 1998,"Clark Fork River at Gold Creek",NA,0.3,NA,8.29,401,8.4,202,NA,NA,NA,NA,NA
"851",Nov 1998,"Clark Fork River at Gold Creek",NA,0.3,NA,6.3,393,5.8,201,NA,NA,NA,NA,NA
"852",Dec 1998,"Clark Fork River at Gold Creek",NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",Jan 1999,"Clark Fork River at Gold Creek",NA,0.2,NA,7.49,368,-0.5,18,NA,NA,NA,NA,NA
"854",Mar 1999,"Clark Fork River at Gold Creek",NA,0.5,NA,8.6,NA,6.6,NA,NA,NA,NA,NA,NA
"855",Apr 1999,"Clark Fork River at Gold Creek",NA,0.2,NA,8.12,455,8.1,228,NA,NA,NA,NA,NA
"856",May 1999,"Clark Fork River at Gold Creek",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",Jun 1999,"Clark Fork River at Gold Creek",NA,0.3,NA,7.39,303,19.4,140,NA,NA,NA,NA,NA
"858",Jul 1999,"Clark Fork River at Gold Creek",NA,0.2,NA,7.93,345,23.8,176,NA,NA,NA,NA,NA
"859",Aug 1999,"Clark Fork River at Gold Creek",NA,0.3,NA,7.81,389,20.5,196,NA,NA,NA,NA,NA
"860",Sep 1999,"Clark Fork River at Gold Creek",NA,0.25,NA,5.71,441,14,227,NA,NA,NA,NA,NA
"861",Oct 1999,"Clark Fork River at Gold Creek",NA,0.2,NA,7.9,447,9,224,NA,NA,NA,NA,NA
"862",Nov 1999,"Clark Fork River at Gold Creek",NA,0.3,NA,NA,487,2.4,244,NA,NA,NA,NA,NA
"863",Dec 1999,"Clark Fork River at Gold Creek",NA,0.3,NA,6.95,473,1.8,236,NA,NA,NA,NA,NA
"864",Jan 2000,"Clark Fork River at Gold Creek",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",Feb 2000,"Clark Fork River at Gold Creek",NA,0.3,NA,7.93,467,3.1,235,NA,NA,NA,NA,NA
"866",Mar 2000,"Clark Fork River at Gold Creek",NA,0.2,NA,8.48,401,6.4,199,NA,NA,NA,NA,NA
"867",May 2000,"Clark Fork River at Gold Creek",NA,0.25,NA,8.02,388,14.35,195,NA,NA,NA,NA,NA
"868",Jun 2000,"Clark Fork River at Gold Creek",NA,0.3,NA,8.67,372,17.5,189,NA,NA,7.85,NA,NA
"869",Jul 2000,"Clark Fork River at Gold Creek",NA,0.2,NA,8.7,424,20.1,212,NA,NA,5.66,NA,NA
"870",Aug 2000,"Clark Fork River at Gold Creek",NA,NA,NA,8.78,484,21.6,242,NA,NA,NA,NA,NA
"871",Sep 2000,"Clark Fork River at Gold Creek",NA,0.4,NA,8.75,511,18.9,255,NA,NA,10.1,NA,NA
"872",Oct 2000,"Clark Fork River at Gold Creek",NA,0.45,NA,8.86,524,12.5,262,NA,NA,7.8,NA,NA
"873",Nov 2000,"Clark Fork River at Gold Creek",NA,0.2,NA,8.55,476,1.1,239,NA,NA,4.49,NA,NA
"874",Dec 2000,"Clark Fork River at Gold Creek",NA,0.1,NA,8.29,517,1.9,260,NA,NA,1.8,NA,NA
"875",Jan 2001,"Clark Fork River at Gold Creek",NA,0.2,NA,8.23,465,2.5,235,NA,NA,3.96,NA,NA
"876",Feb 2001,"Clark Fork River at Gold Creek",NA,0.2,NA,8.23,526,0.5,263,NA,NA,NA,NA,NA
"877",Apr 2001,"Clark Fork River at Gold Creek",NA,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",May 2001,"Clark Fork River at Gold Creek",NA,0.3,NA,8.2,280,12.4,140,NA,NA,NA,NA,NA
"879",Jun 2001,"Clark Fork River at Gold Creek",NA,0.3,NA,8.53,335,15.9,169,NA,NA,NA,NA,NA
"880",Jul 2001,"Clark Fork River at Gold Creek",NA,0.5,NA,8.64,408,17.1,204,NA,NA,NA,NA,NA
"881",Aug 2001,"Clark Fork River at Gold Creek",NA,0.2,NA,8.59,419,21.6,210,NA,NA,2.2,NA,NA
"882",Sep 2001,"Clark Fork River at Gold Creek",NA,0.2,NA,8.67,443,16.9,222,NA,NA,3.32,NA,NA
"883",Oct 2001,"Clark Fork River at Gold Creek",NA,0.3,NA,8.22,470,6.9,237,NA,NA,5.7,NA,NA
"884",Nov 2001,"Clark Fork River at Gold Creek",NA,0.2,NA,8.62,476,7.5,238,NA,NA,7.44,NA,NA
"885",Dec 2001,"Clark Fork River at Gold Creek",NA,0.2,NA,8.51,521,0.9,262,NA,NA,4.14,NA,NA
"886",Jan 2002,"Clark Fork River at Gold Creek",NA,NA,NA,8.84,512,1,257,NA,NA,4.27,NA,NA
"887",Mar 2002,"Clark Fork River at Gold Creek",NA,0.3,NA,8.37,484,1.8,243,NA,NA,8.52,NA,NA
"888",Apr 2002,"Clark Fork River at Gold Creek",NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889",May 2002,"Clark Fork River at Gold Creek",NA,0.3,NA,7.94,287,13.4,146,NA,NA,14.5,NA,NA
"890",Jun 2002,"Clark Fork River at Gold Creek",NA,0.5,NA,8.82,291,16.8,148,NA,NA,13.3,NA,NA
"891",Jul 2002,"Clark Fork River at Gold Creek",NA,0.2,NA,8.44,389,23.1,196,NA,NA,8.01,NA,NA
"892",Aug 2002,"Clark Fork River at Gold Creek",NA,0.2,NA,8.93,424,18.3,212,NA,NA,1.91,NA,NA
"893",Sep 2002,"Clark Fork River at Gold Creek",NA,0.1,NA,8.2,456,14.6,230,NA,NA,1.43,NA,NA
"894",Jan 2005,"Clark Fork River at Gold Creek",NA,0.4,NA,7.29,536,2,NA,NA,NA,16.8,NA,NA
"895",Feb 2005,"Clark Fork River at Gold Creek",NA,0.3,NA,8.3,479,1.6,NA,NA,NA,15.8,NA,NA
"896",Mar 2005,"Clark Fork River at Gold Creek",NA,0.3,NA,8.48,476,7.8,NA,NA,NA,10.3,NA,NA
"897",Apr 2005,"Clark Fork River at Gold Creek",NA,0.2,NA,8.44,455,10.9,NA,NA,NA,6,NA,NA
"898",May 2005,"Clark Fork River at Gold Creek",NA,0.6,NA,7.91,516,13,NA,NA,NA,21.6,NA,NA
"899",Jun 2005,"Clark Fork River at Gold Creek",NA,0.45,NA,8.23,640,18.1,NA,NA,NA,15.9,NA,NA
"900",Jul 2005,"Clark Fork River at Gold Creek",NA,0.1,NA,8.82,388,19.4,NA,NA,NA,1.5,NA,NA
"901",Aug 2005,"Clark Fork River at Gold Creek",NA,NA,NA,9.43,281,17.8,NA,NA,NA,1.3,NA,NA
"902",Sep 2005,"Clark Fork River at Gold Creek",NA,0.1,NA,8.93,448,11.3,NA,NA,NA,2.6,NA,NA
"903",Oct 2005,"Clark Fork River at Gold Creek",NA,0.2,NA,8.92,452,10.9,NA,NA,NA,NA,NA,NA
"904",Nov 2005,"Clark Fork River at Gold Creek",NA,0.2,NA,NA,366,0,NA,NA,NA,NA,NA,NA
"905",Dec 2005,"Clark Fork River at Gold Creek",NA,0.3,NA,NA,493,0.2,NA,NA,NA,NA,NA,NA
"906",Jun 1998,"Clark Fork River at Harper Bridge",NA,0.1,NA,8.61,203,14,105,NA,NA,NA,NA,NA
"907",Jul 1998,"Clark Fork River at Harper Bridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908",Aug 1998,"Clark Fork River at Harper Bridge",NA,0.75,NA,8.21,214,22,108,NA,NA,NA,NA,NA
"909",Sep 1998,"Clark Fork River at Harper Bridge",NA,NA,NA,8.26,184,18.2,90,NA,NA,NA,NA,NA
"910",Oct 1998,"Clark Fork River at Harper Bridge",NA,0.2,NA,8.52,257,11.2,130,NA,NA,NA,NA,NA
"911",Nov 1998,"Clark Fork River at Harper Bridge",NA,0.2,NA,7.92,266,6.7,134,NA,NA,NA,NA,NA
"912",Dec 1998,"Clark Fork River at Harper Bridge",NA,0.2,NA,6.81,402,5.3,206,NA,NA,NA,NA,NA
"913",Jan 1999,"Clark Fork River at Harper Bridge",NA,0.1,NA,8.29,273,2.4,138,NA,NA,NA,NA,NA
"914",Mar 1999,"Clark Fork River at Harper Bridge",NA,0.3,NA,8.31,246,5.7,123,NA,NA,NA,NA,NA
"915",Apr 1999,"Clark Fork River at Harper Bridge",NA,0.2,NA,8.04,242,8.9,123,NA,NA,NA,NA,NA
"916",May 1999,"Clark Fork River at Harper Bridge",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917",Jun 1999,"Clark Fork River at Harper Bridge",NA,0.1,NA,6.52,136,16.7,68,NA,NA,NA,NA,NA
"918",Jul 1999,"Clark Fork River at Harper Bridge",NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919",Aug 1999,"Clark Fork River at Harper Bridge",NA,0.2,NA,7.77,281,20.7,141,NA,NA,NA,NA,NA
"920",Sep 1999,"Clark Fork River at Harper Bridge",NA,0.4,NA,7.34,201,11.6,104,NA,NA,NA,NA,NA
"921",Oct 1999,"Clark Fork River at Harper Bridge",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",Nov 1999,"Clark Fork River at Harper Bridge",NA,0.2,NA,NA,310,6.3,154,NA,NA,NA,NA,NA
"923",Dec 1999,"Clark Fork River at Harper Bridge",NA,0.3,NA,6.81,258,3.4,129,NA,NA,NA,NA,NA
"924",Jan 2000,"Clark Fork River at Harper Bridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925",Feb 2000,"Clark Fork River at Harper Bridge",NA,0.2,NA,8.51,253,6.9,128,NA,NA,NA,NA,NA
"926",Mar 2000,"Clark Fork River at Harper Bridge",NA,0.2,NA,7.62,213,9.2,108,NA,NA,NA,NA,NA
"927",May 2000,"Clark Fork River at Harper Bridge",NA,0.1,NA,7.97,124,12.7,62,NA,NA,NA,NA,NA
