,Group.1,Group.2,ActivityStartDate,Manganese,MonitoringLocationName,Zinc,Orthophosphate,Phosphate.phosphorus...retired...use.Total.Phosphorus..mixed.forms,Kjeldahl.nitrogen,Ammonia.nitrogen,Oxidation.reduction.potential..ORP.,Dissolved.oxygen..DO.,Flow,Specific.conductance,Copper,Total.dissolved.solids,Inorganic.nitrogen..nitrate.and.nitrite.....retired...use.Nitrate...Nitrite,Temperature..water,pH,Turbidity,Dissolved.oxygen.saturation,date_yearmon
144,Oct-99,Clark Fork River above Little Blackfoot,10/18/1999,NA,NA,0.0332,0.004,0.044,0.3,0.15,-31,NA,240,478,0.029,240,0.12,9.4,7.59,NA,NA,NA
145,Nov-99,Clark Fork River above Little Blackfoot,11/16/1999,NA,NA,0.0254,0.003,0.035,0.2,NA,NA,NA,229,515,0.021,262,0.25,2.6,NA,NA,NA,NA
146,Dec-99,Clark Fork River above Little Blackfoot,12/13/1999,NA,NA,0.0222,0.008,0.037,NA,0.02,12,13,254,495,0.021,247,0.39,2.9,6.7,NA,118,NA
147,Jan-00,Clark Fork River above Little Blackfoot,1/24/2000,NA,NA,0.0272,0.003,0.043,0.2,0.04,NA,13.6,231,517,0.024,258,0.55,3.6,NA,NA,108,NA
148,Feb-00,Clark Fork River above Little Blackfoot,2/29/2000,NA,NA,0.0535,0.006,0.08,0.4,0.03,-39,9.3,252,525,0.049,259,0.33,3.3,7.66,NA,70,NA
149,Mar-00,Clark Fork River above Little Blackfoot,3/27/2000,NA,NA,0.019,0.01,0.031,0.2,0.03,-69,10.6,216,457,0.021,229,0.24,6.3,8.32,NA,101,NA
150,May-00,Clark Fork River above Little Blackfoot,5/11/2000,NA,NA,0.01385,0.0125,0.0335,0.3,0.02,-56.5,10.2,134,452,0.015,227.5,0.01,15.35,7.935,3.39,112,NA
151,Jun-00,Clark Fork River above Little Blackfoot,6/11/2000,NA,NA,0.0097,0.016,0.061,0.4,0.01,-88,5.6,141,440,0.011,220,NA,17.9,8.62,6.04,67,NA
152,Jul-00,Clark Fork River above Little Blackfoot,7/17/2000,NA,NA,0.0142,0.023333333,0.064,0.3,0.033333333,-18,7.4,41,543,0.012,271,0.0065,14.3,7.44,3.21,90,NA
153,Aug-00,Clark Fork River above Little Blackfoot,8/17/2000,NA,NA,0.0228,0.017,0.084,0.4,0.02,-59,8.7,46,587,0.018,293,NA,15,8.16,NA,102,NA
154,Sep-00,Clark Fork River above Little Blackfoot,9/12/2000,NA,NA,0.0277,0.009666667,0.103666667,0.633333333,0.045,-93,11.2,116,633,0.015,315,0.045,17.4,8.89,8.54,140,NA
155,Oct-00,Clark Fork River above Little Blackfoot,10/15/2000,NA,NA,0.0449,0.0085,0.0685,0.5,0.045,-90,11,205,593,0.026,296,0.13,12.5,8.72,9.53,127,NA
156,Nov-00,Clark Fork River above Little Blackfoot,11/15/2000,NA,NA,0.0316,0.007,0.0385,0.3,0.015,-67,13,202,503,0.024,251,0.285,3.5,8.24,8.87,115,NA
157,Dec-00,Clark Fork River above Little Blackfoot,12/17/2000,NA,NA,0.024,0.01,0.0265,0.2,0.045,-56,10.3,144,576,0.01,289,0.45,4.4,8.12,2.8,90,NA
158,Jan-01,Clark Fork River above Little Blackfoot,1/24/2001,NA,NA,0.0363,0.015,0.0385,0.4,0.065,-61,9.01,181,530,0.013,266,0.5105,3.3,8.17,5.72,80,NA
159,Feb-01,Clark Fork River above Little Blackfoot,2/18/2001,NA,NA,0.035,0.017666667,0.04,0.233333333,0.09,-55,NA,167.5,615,0.02,307,0.562333333,0.7,8.03,NA,NA,NA
160,Mar-01,Clark Fork River above Little Blackfoot,3/29/2001,NA,NA,NA,0.017,0.08,0.6,0.04,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Apr-01,Clark Fork River above Little Blackfoot,4/15/2001,NA,NA,0.02375,0.005666667,0.049666667,0.4,0.02,-87.5,15.15,208.3333333,544.5,0.021,NA,0.127,8.9,8.635,6.825,133.5,NA
162,May-01,Clark Fork River above Little Blackfoot,5/24/2001,NA,NA,0.0181,0.011,0.0415,0.3,NA,-48,8.9,133.5,442,0.017,221,NA,12.4,7.19,NA,97,NA
163,Jun-01,Clark Fork River above Little Blackfoot,6/20/2001,NA,NA,0.0221,0.05,0.0895,0.35,NA,-90.7,10.74,138,475,0.023,238,NA,16.8,8.51,NA,114,NA
164,Jul-01,Clark Fork River above Little Blackfoot,7/16/2001,NA,NA,0.01725,0.0462,0.0768,0.42,0.013333333,108.9,NA,102.3333333,500,0.0195,250,NA,18.2,8.92,NA,NA,NA
165,Aug-01,Clark Fork River above Little Blackfoot,8/17/2001,NA,NA,0.0013,0.013,0.025666667,0.2,0.025,84.2,11.7,47.66666667,463,0.007,232,NA,20.5,8.57,1.96,129,NA
166,Sep-01,Clark Fork River above Little Blackfoot,9/18/2001,NA,NA,0.0087,0.01025,0.03675,0.25,0.016666667,93.4,11,105.6666667,475,0.01,238,0.009,16.6,8.79,3.03,111,NA
167,Oct-01,Clark Fork River above Little Blackfoot,10/21/2001,NA,NA,0.0083,0.003,0.0235,0.4,0.01,69.4,12.1,173.5,520,0.009,264,0.0525,7.3,8.25,4.7,102,NA
168,Nov-01,Clark Fork River above Little Blackfoot,11/15/2001,NA,NA,0.0214,0.005,0.038,0.25,0.015,83.3,13.3,181.5,535,0.021,267,0.1325,7,8.47,6.44,108,NA
169,Dec-01,Clark Fork River above Little Blackfoot,12/18/2001,NA,NA,0.0159,0.013,0.042,0.4,0.05,66.9,3.51,180,547,0.01,274,0.405,0.9,8.02,5.04,22,NA
170,Jan-02,Clark Fork River above Little Blackfoot,1/28/2002,NA,NA,0.0152,0.013,0.04,0.3,0.05,-63.6,11.79,178,552,0.01,276,0.42,0.2,8.48,5.04,82,NA
171,Mar-02,Clark Fork River above Little Blackfoot,3/4/2002,NA,NA,0.0187,0.01,0.055,0.4,0.02,-74,10.96,217,559,0.014,280,0.365,0.9,8.31,9.11,82,NA
172,Apr-02,Clark Fork River above Little Blackfoot,4/17/2002,NA,NA,0.014933333,0.005666667,0.043333333,0.466666667,0.02,-87.95,10.195,208,533,0.016666667,268,0.091,7.1,8.33,11.295,86,NA
173,May-02,Clark Fork River above Little Blackfoot,5/28/2002,NA,NA,0.0218,0.007,0.0585,0.3,0.01,-72.7,9.04,158,477,0.0215,241,0.005,14.4,7.98,10.1,84,NA
174,Jun-02,Clark Fork River above Little Blackfoot,6/17/2002,NA,NA,0.011,0.01,0.029,1,0.02,-75.1,10.6,314,399,0.015,201,NA,17.8,8.8,14,104,NA
175,Jul-02,Clark Fork River above Little Blackfoot,7/23/2002,NA,NA,0.0031,0.037333333,0.047,0.233333333,0.02,-70.2,NA,82.66666667,450,0.008,225,NA,22.9,8.4,7.26,NA,NA
176,Aug-02,Clark Fork River above Little Blackfoot,8/19/2002,NA,NA,0.0025,0.010666667,0.02,0.233333333,0.016666667,-78.1,9.26,92.33333333,454,0.008,227,NA,17.4,8.75,1.72,98,NA
177,Sep-02,Clark Fork River above Little Blackfoot,9/19/2002,NA,NA,0.0094,0.006666667,0.025333333,0.233333333,0.01,-76.4,NA,108.8,488,0.011,247,NA,13.6,8.18,2.89,NA,NA
178,Jun-03,Clark Fork River above Little Blackfoot,6/16/2003,NA,NA,NA,0.028,0.072,0.45,0.03,-50.95,8.345,NA,339.5,NA,181.9,0.0875,16.6,7.96,10.83,100.35,NA
179,Jul-03,Clark Fork River above Little Blackfoot,7/14/2003,NA,NA,NA,0.012,0.026,0.45,NA,-55.25,NA,NA,443.5,NA,235.5,0.002,20.6,8.01,2.025,NA,NA
180,Aug-03,Clark Fork River above Little Blackfoot,8/10/2003,NA,NA,NA,0.008,0.02175,0.225,0.02,-61.9,8.133333333,NA,477.5,NA,253,0.0025,18.76666667,8.03,1.55,101.6666667,NA
181,Sep-03,Clark Fork River above Little Blackfoot,9/15/2003,NA,NA,NA,0.004333333,0.028666667,0.433333333,NA,-72.76666667,9.233333333,NA,505.3333333,NA,268.3333333,0.002,13.33333333,8.276666667,4.226666667,102.6666667,NA
182,May-04,Clark Fork River above Little Blackfoot,5/17/2004,NA,NA,NA,0.006,0.036,0.3,NA,-89,10.2,NA,502,NA,NA,NA,12.4,8.4,5.5,113,NA
183,Jun-04,Clark Fork River above Little Blackfoot,6/14/2004,NA,NA,NA,0.01775,0.0685,0.8,0.01,-21.46666667,9.766666667,NA,427.6666667,NA,NA,NA,15.66666667,8.37,9.33,114.6666667,NA
184,Jul-04,Clark Fork River above Little Blackfoot,7/21/2004,NA,NA,NA,0.0345,0.0535,0.5,0.01,-77,8.75,NA,491.5,NA,NA,NA,18.7,8.41,2.085,114.5,NA
185,Aug-04,Clark Fork River above Little Blackfoot,8/18/2004,NA,NA,NA,0.0145,0.0605,0.45,NA,-70.4,8.8,NA,505,NA,NA,0.122,16.15,8.305,7.515,103.5,NA
186,Sep-04,Clark Fork River above Little Blackfoot,9/15/2004,NA,NA,NA,0.0085,0.037,0.4,NA,-71.05,9.4,NA,507.5,NA,NA,0.11,11.95,8.29,5.49,100,NA
187,Jan-05,Clark Fork River above Little Blackfoot,1/18/2005,NA,NA,0.0493,0.019,0.079,0.5,0.09,NA,10.6,NA,606,0.035,NA,0.506,2,7.23,24.7,81,NA
188,Feb-05,Clark Fork River above Little Blackfoot,2/15/2005,NA,NA,0.0225,0.009,0.057,0.4,0.03,NA,12.4,NA,553,0.016,NA,0.364,2.3,8.24,11.5,108,NA
189,Mar-05,Clark Fork River above Little Blackfoot,3/15/2005,NA,NA,0.0194,0.013,0.053,0.5,0.04,NA,9.1,NA,576,0.016,NA,0.289,5.9,8.45,9.1,95,NA
190,Apr-05,Clark Fork River above Little Blackfoot,4/13/2005,NA,NA,0.019,0.01,0.034,0.3,NA,NA,9.6,NA,579,0.019,NA,0.168,9.6,8.21,6.2,95,NA
191,May-05,Clark Fork River above Little Blackfoot,5/16/2005,NA,NA,0.073,0.027,0.113,0.8,0.03,NA,NA,NA,531,0.078,NA,0.14,13.6,7.88,24.6,NA,NA
192,Jun-05,Clark Fork River above Little Blackfoot,6/15/2005,NA,NA,0.0459,0.036,0.0985,0.55,0.02,NA,5.2,NA,547,0.057,NA,0.0655,14.5,8.2,17.75,58,NA
193,Jul-05,Clark Fork River above Little Blackfoot,7/12/2005,NA,NA,0.0076,0.025,0.043333333,0.533333333,NA,NA,8.7,NA,428.5,0.012,NA,0.007,19.15,8.64,2.95,98,NA
194,Aug-05,Clark Fork River above Little Blackfoot,8/16/2005,NA,NA,0.0047,0.056333333,0.018,0.233333333,NA,NA,7.533333333,NA,459.6666667,0.01,NA,0.0035,16.9,8.846666667,0.933333333,89.66666667,NA
195,Sep-05,Clark Fork River above Little Blackfoot,9/19/2005,NA,NA,0.0085,0.005,0.0275,0.15,0.02,NA,8.6,NA,483,0.012,NA,0.069,11.1,8.755,2.75,98,NA
196,Oct-05,Clark Fork River above Little Blackfoot,10/15/2005,NA,NA,0.0201,0.004,0.03,0.9,NA,NA,NA,NA,533,0.019,NA,0.002,11.1,8.64,NA,NA,NA
197,Nov-05,Clark Fork River above Little Blackfoot,11/15/2005,NA,NA,0.026,0.005,0.052,0.4,NA,NA,NA,NA,418,0.02,NA,0.198,0,NA,NA,NA,NA
198,Dec-05,Clark Fork River above Little Blackfoot,12/13/2005,NA,NA,0.0218,0.016,0.026,0.3,0.06,NA,NA,NA,585,0.012,NA,0.461,0,NA,NA,NA,NA
199,Jun-06,Clark Fork River above Little Blackfoot,6/16/2006,NA,NA,NA,0.03725,0.097,0.575,0.025,NA,8.066666667,NA,387,NA,NA,0.1765,18.16666667,8.313333333,10.87666667,NA,NA
200,Jul-06,Clark Fork River above Little Blackfoot,7/12/2006,NA,NA,NA,0.018,0.0325,0.3,0.015,NA,9.4,NA,450,NA,NA,NA,21.55,8.285,2.13,NA,NA
201,Aug-06,Clark Fork River above Little Blackfoot,8/16/2006,NA,NA,NA,0.009333333,0.016,0.266666667,0.01,NA,9.733333333,NA,481,NA,NA,0.0035,16.63333333,8.536666667,1.07,NA,NA
202,Sep-06,Clark Fork River above Little Blackfoot,9/20/2006,NA,NA,NA,0.0095,0.023,0.4,0.01,NA,9.9,NA,521,NA,NA,0.0185,13.75,8.475,3.24,NA,NA
203,Jun-07,Clark Fork River above Little Blackfoot,6/18/2007,NA,NA,NA,0.04025,0.0885,0.475,0.03,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA
204,Jul-07,Clark Fork River above Little Blackfoot,7/18/2007,NA,NA,NA,0.027,0.033,0.3,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA
205,Aug-07,Clark Fork River above Little Blackfoot,8/15/2007,NA,NA,NA,0.015,0.021666667,0.3,0.02,NA,NA,NA,NA,NA,NA,0.0045,NA,NA,NA,NA,NA
206,Sep-07,Clark Fork River above Little Blackfoot,9/12/2007,NA,NA,NA,0.0135,0.0265,0.25,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA
207,Jun-08,Clark Fork River above Little Blackfoot,6/18/2008,NA,NA,NA,NA,0.126,0.5,0.03,-42.75,8.48,NA,260.05,NA,138.25,0.1105,13.15,8.305,18.4,88.2,NA
208,Jul-08,Clark Fork River above Little Blackfoot,7/15/2008,NA,NA,NA,NA,0.06025,0.325,0.016666667,-63.2,9.476666667,NA,366.6666667,NA,194.9333333,0.003,19.23333333,8.6,3.796666667,101.0666667,NA
209,Aug-08,Clark Fork River above Little Blackfoot,8/10/2008,NA,NA,NA,NA,0.021,0.2,0.01,-68.43333333,8.8,NA,471.3333333,NA,250.6666667,0.006,16.3,8.386666667,1.643333333,89.9,NA
210,Sep-08,Clark Fork River above Little Blackfoot,9/7/2008,NA,NA,NA,NA,0.0335,0.25,0.01,-75.5,10.195,NA,471,NA,250.5,0.041,12.35,8.965,3.18,52.35,NA
211,Jun-09,Clark Fork River above Little Blackfoot,6/24/2009,NA,NA,NA,39.01,86.33,NA,16.54,-47.1,8.39,NA,282,NA,149.9,53.83,15.9,8.36,11.5,NA,NA
212,Jul-09,Clark Fork River above Little Blackfoot,7/12/2009,NA,NA,NA,21.296,47.4125,NA,5.3,-61.3,8.956666667,NA,340.6666667,NA,181.2333333,11.1025,17.63333333,8.38,6.36,NA,NA
213,Aug-09,Clark Fork River above Little Blackfoot,8/7/2009,NA,NA,NA,15.94,35.73666667,NA,7.573333333,-68.6,8.983333333,NA,429.3333333,NA,228,14.30666667,19.36666667,8.603333333,2.81,NA,NA
214,Sep-09,Clark Fork River above Little Blackfoot,9/7/2009,NA,NA,NA,8.946666667,20.80666667,NA,8.43,-66.86666667,8.793333333,NA,446.6666667,NA,237.3333333,6.05,17.73333333,8.35,2.326666667,NA,NA
215,Jun-10,Clark Fork River above Little Blackfoot,6/23/2010,NA,NA,NA,47.9,116.5,NA,25.4,-37.4,8.21,NA,298,NA,154.8,119.1,15.9,7.93,19.8,NA,NA
216,Jul-10,Clark Fork River above Little Blackfoot,7/14/2010,NA,NA,NA,25.9,53.775,NA,12.75,-50.1,8.44,NA,326.3333333,NA,175.2666667,17.975,19.26666667,8.08,4.556666667,NA,NA
217,Aug-10,Clark Fork River above Little Blackfoot,8/5/2010,NA,NA,NA,37.63333333,88.53333333,NA,8.8,-63.66666667,8.886666667,NA,401,NA,213,14.6,20.13333333,8.266666667,22.74,NA,NA
218,Sep-10,Clark Fork River above Little Blackfoot,9/9/2010,NA,NA,NA,18.13333333,37.63333333,NA,10.3,-72.03333333,10.14666667,NA,426.3333333,NA,226.3333333,33.56666667,14.53333333,8.443333333,3.786666667,NA,NA
219,Jun-11,Clark Fork River above Little Blackfoot,6/26/2011,NA,NA,NA,34.43333333,86.5,NA,15.2,152.85,8.675,NA,254.8,NA,165.4,32.9,14.6,8.15,13.75,NA,NA
220,Jul-11,Clark Fork River above Little Blackfoot,7/20/2011,NA,NA,NA,27.5,75.83333333,NA,12.63333333,204.4666667,8.713333333,NA,263.5333333,NA,171.3666667,38.46666667,15.5,8.25,12.14333333,NA,NA
221,Aug-11,Clark Fork River above Little Blackfoot,8/8/2011,NA,NA,NA,31.5,51.56666667,NA,14.3,217.8666667,9.713333333,NA,332.5666667,NA,216.2333333,65.8,16.9,8.446666667,3.386666667,NA,NA
222,Sep-11,Clark Fork River above Little Blackfoot,9/8/2011,NA,NA,NA,15.65,32.3,NA,12.7,242.75,11.215,NA,383.05,NA,248.95,56.4,11.8,8.565,2.82,NA,NA
223,Jun-12,Clark Fork River above Little Blackfoot,6/23/2012,NA,NA,NA,24.455,46.315,NA,10.24,128.5,10.25,NA,281.7,NA,182.95,25.27,14.25,8.435,5.73,NA,NA
224,Jul-12,Clark Fork River above Little Blackfoot,7/23/2012,NA,NA,NA,19.3825,48.0775,NA,8.8675,111.3333333,9.24,NA,408.8666667,NA,265.8666667,1.78,19.06666667,8.383333333,2.1,NA,NA
225,Aug-12,Clark Fork River above Little Blackfoot,8/17/2012,NA,NA,NA,10.06666667,28.73,NA,9.4,105.8666667,9.74,NA,410.7333333,NA,266.9666667,NA,16.6,8.42,2.073333333,NA,NA
226,Sep-12,Clark Fork River above Little Blackfoot,9/3/2012,NA,NA,NA,3.5,22.42,NA,NA,182.45,10.95,NA,438.15,NA,284.7,NA,11.75,8.465,2.275,NA,NA
227,Jun-13,Clark Fork River above Little Blackfoot,6/28/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,Jul-13,Clark Fork River above Little Blackfoot,7/17/2013,NA,NA,NA,18.715,31.4,NA,18.94,-327.85,10.52,NA,453.95,NA,295.1,1.505,18.65,8.47,1.31,NA,NA
229,Aug-13,Clark Fork River above Little Blackfoot,8/7/2013,NA,NA,NA,16.33666667,27.52333333,NA,7.526666667,-426.7,11.665,NA,486.6,NA,316.2,1.373333333,16.55,8.385,1.52,NA,NA
230,Sep-13,Clark Fork River above Little Blackfoot,9/3/2013,NA,NA,NA,16.175,29.835,NA,9.04,-411.05,10.1,NA,499.15,NA,324.35,9.025,14.9,8.265,2.085,NA,NA
231,Jul-14,Clark Fork River above Little Blackfoot,7/9/2014,NA,NA,NA,27.4,57.6,NA,9.2,-105.7,10.35,NA,344.7,NA,224.25,25.2,18,8.325,6.215,NA,NA
232,Aug-14,Clark Fork River above Little Blackfoot,8/13/2014,NA,NA,NA,17.63333333,31.4,NA,12.25,198.15,10.63,NA,431.2,NA,280.5,1.65,18.55,8.105,2.145,NA,NA
233,Sep-14,Clark Fork River above Little Blackfoot,9/10/2014,NA,NA,NA,9.45,29.65,NA,7.8,204.35,10.5,NA,464.65,NA,301.9,NA,13,8.465,3.205,NA,NA
234,Jul-15,Clark Fork River above Little Blackfoot,7/3/2015,NA,NA,NA,10.85,31.35,NA,8.7,101.7,7.96,NA,377.7,NA,245.7,1.65,17.35,8.225,1.885,81,NA
235,Aug-15,Clark Fork River above Little Blackfoot,8/5/2015,NA,NA,NA,6.933333333,24.03333333,NA,14.675,124.05,9.81,NA,477.4,NA,310.4,5.925,14.35,8.21,1.585,96.2,NA
236,Sep-15,Clark Fork River above Little Blackfoot,9/9/2015,NA,NA,NA,5.5,31.6,NA,13.9,116.65,9.205,NA,482.45,NA,313.65,26.65,11.5,8.2,3.71,84.5,NA
237,Jul-16,Clark Fork River above Little Blackfoot,7/16/2016,NA,NA,NA,23.1,43.25,NA,21.9,209.2,8.67,NA,438.3,NA,284.7,1.25,15.55,8.15,1.37,87,NA
238,Aug-16,Clark Fork River above Little Blackfoot,8/15/2016,NA,NA,NA,10.43333333,30.16666667,NA,10.075,183.6,8.895,NA,439.75,NA,286.05,1.766666667,13.25,8.145,1.195,85,NA
239,Sep-16,Clark Fork River above Little Blackfoot,9/7/2016,NA,NA,NA,7.45,22.7,NA,24.15,77.75,8.65,NA,489.15,NA,317.8,34.9,11.2,8.24,1.21,78,NA
240,Jul-17,Clark Fork River above Little Blackfoot,7/9/2017,NA,NA,NA,15.1,NA,NA,NA,215.2,8.725,NA,398.05,NA,258.7,NA,19,8.235,2.15,94.25,NA
241,Aug-17,Clark Fork River above Little Blackfoot,8/7/2017,NA,NA,NA,4.55,NA,NA,NA,263.9,10.33,NA,472.95,NA,307.4,NA,16.2,8.23,0.875,105,NA
242,Sep-17,Clark Fork River above Little Blackfoot,9/6/2017,NA,NA,NA,10.9,NA,NA,NA,214.5,10.875,NA,487.1,NA,316.6,NA,10.9,8.23,2.665,98.55,NA
243,Jul-18,Clark Fork River above Little Blackfoot,7/17/2018,NA,NA,NA,20.35,NA,NA,NA,41.75,5.86,NA,347.4,NA,225.9,NA,18.65,8.28,4.94,62.1,NA
244,Aug-18,Clark Fork River above Little Blackfoot,8/9/2018,NA,NA,NA,7.633333333,NA,NA,NA,14.05,11.425,NA,418.55,NA,272,NA,16.05,8.505,1.815,116.1,NA
245,Sep-18,Clark Fork River above Little Blackfoot,9/6/2018,NA,NA,NA,7.9,NA,NA,NA,61.75,11.13,NA,450.85,NA,293.15,NA,12.9,8.285,3.48,105.5,NA
246,Jul-19,Clark Fork River above Little Blackfoot,7/21/2019,NA,NA,NA,0.046,NA,NA,NA,NA,9.815,NA,378.15,NA,245.705,NA,19.4,8.735,4.03,106.65,NA
247,Aug-19,Clark Fork River above Little Blackfoot,8/24/2019,NA,NA,NA,0.03,NA,NA,NA,NA,9.01,NA,443.9,NA,288.28,NA,19.7,8.65,2.6,98.7,NA
248,Sep-19,Clark Fork River above Little Blackfoot,9/17/2019,NA,NA,NA,0.023333333,NA,NA,NA,NA,9.07,NA,451.35,NA,298.475,NA,14,8.205,22.69,87.85,NA
249,Jul-20,Clark Fork River above Little Blackfoot,7/22/2020,NA,NA,NA,0.009,NA,NA,NA,NA,9.685,NA,364.1,NA,NA,NA,19.7,8.51,4.095,NA,NA
250,Aug-20,Clark Fork River above Little Blackfoot,8/7/2020,NA,NA,NA,0.0115,NA,NA,NA,NA,10.37,NA,448.5,NA,NA,NA,17.95,8.375,3.92,NA,NA
251,Sep-20,Clark Fork River above Little Blackfoot,9/5/2020,NA,NA,NA,0.013666667,NA,NA,NA,NA,10.695,NA,489.1,NA,NA,NA,12.35,8.265,2.4,NA,NA
252,Jul-21,Clark Fork River above Little Blackfoot,7/15/2021,NA,NA,NA,0.004666667,NA,NA,NA,NA,10.38,NA,476.15,NA,NA,NA,20.75,8.67,2.635,NA,NA
253,Aug-21,Clark Fork River above Little Blackfoot,8/8/2021,NA,NA,NA,0.003,NA,NA,NA,NA,11.215,NA,498.7,NA,NA,NA,18.75,8.615,3.215,NA,NA
254,Sep-21,Clark Fork River above Little Blackfoot,9/6/2021,NA,NA,NA,0.002,NA,NA,NA,NA,13.315,NA,509.45,NA,NA,NA,10.55,8.52,1.985,NA,NA
255,Oct-21,Clark Fork River above Little Blackfoot,10/8/2021,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Jul-22,Clark Fork River above Little Blackfoot,7/17/2022,NA,NA,NA,0.021,NA,NA,NA,NA,24.85,NA,436.1,NA,NA,NA,21.2,8.43,3.125,NA,NA
257,Aug-22,Clark Fork River above Little Blackfoot,8/8/2022,NA,NA,NA,0.007,NA,NA,NA,NA,66.625,NA,466.15,NA,NA,NA,21,8.585,1.695,NA,NA
258,Sep-22,Clark Fork River above Little Blackfoot,9/8/2022,NA,NA,NA,0.0013,NA,NA,NA,NA,12.59,NA,524.55,NA,NA,NA,15.7,8.48,1.195,NA,NA
259,Jun-98,Clark Fork River above Missoula,6/11/1998,NA,NA,0.0085,0.004,0.02,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA
260,Jul-98,Clark Fork River above Missoula,7/7/1998,NA,NA,0.015,0.016,0.077,0.1,0.02,NA,NA,NA,NA,0.01,NA,0.03,NA,NA,NA,NA,NA
261,Aug-98,Clark Fork River above Missoula,8/10/1998,NA,NA,NA,NA,0.016,0.9,NA,-52,NA,2080,242,0.002,123,NA,21.2,7.84,NA,NA,NA
262,Sep-98,Clark Fork River above Missoula,9/9/1998,NA,NA,NA,0.002,0.009,NA,NA,-59,10.2,1370,225,NA,112,NA,18.4,7.97,NA,NA,NA
263,Oct-98,Clark Fork River above Missoula,10/6/1998,NA,NA,NA,0.011,0.15,0.1,NA,-67,8.7,1580,290,0.001,145,0.03,9.9,8.17,NA,NA,NA
264,Nov-98,Clark Fork River above Missoula,11/17/1998,NA,NA,NA,0.006,0.01,NA,NA,-68,5.2,1730,291,NA,147,0.02,5.2,8.18,NA,NA,NA
265,Dec-98,Clark Fork River above Missoula,12/15/1998,NA,NA,NA,NA,0.0105,0.15,NA,-66,10.6,1550,535,NA,216,0.105,3.6,8.12,NA,NA,NA
266,Jan-99,Clark Fork River above Missoula,1/26/1999,NA,NA,0.0055,0.009,0.019,NA,NA,-36,8.6,1190,433,0.003,219,0.11,0.2,7.8,NA,NA,NA
267,Mar-99,Clark Fork River above Missoula,3/2/1999,NA,NA,0.0308,0.022,0.12,0.3,0.03,-59,10.7,1890,291,0.009,147,0.11,5.6,8.22,NA,NA,NA
268,Apr-99,Clark Fork River above Missoula,4/6/1999,NA,NA,0.0039,0.008,0.035,0.1,NA,-48,11,2340,313,0.005,155,0.12,12,7.84,NA,NA,NA
269,May-99,Clark Fork River above Missoula,5/14/1999,NA,NA,0.0215,0.0065,0.0855,0.75,NA,-50,NA,8115,190.5,0.0115,94.5,0.03,12.05,7.955,NA,NA,NA
270,Jun-99,Clark Fork River above Missoula,6/15/1999,NA,NA,0.0206,0.009,0.054,0.1,NA,-43,16.3,8760,180,0.008,90,NA,19.2,7.57,NA,NA,NA
271,Jul-99,Clark Fork River above Missoula,7/13/1999,NA,NA,0.0284,0.011,0.041,0.1,0.01,NA,NA,3430,220,0.005,112,NA,20.1,NA,NA,NA,NA
272,Aug-99,Clark Fork River above Missoula,8/17/1999,NA,NA,0.0047,0.007,0.021,0.2,0.06,-30,10.7,1780,289,0.006,145,NA,19.4,7.62,NA,115,NA
273,Sep-99,Clark Fork River above Missoula,9/21/1999,NA,NA,0.0037,0.002,0.012,0.2,0.01,-30,NA,1300,334,0.007,170,0.03,15.9,7.66,NA,NA,NA
274,Oct-99,Clark Fork River above Missoula,10/19/1999,NA,NA,0.0046,0.009,0.019,NA,0.11,-74,NA,1440,341,0.006,176,NA,7.8,8.43,NA,NA,NA
275,Nov-99,Clark Fork River above Missoula,11/16/1999,NA,NA,0.0051,0.006,0.016,0.1,0.03,NA,12.4,1400,348,0.007,173,0.01,6.4,NA,NA,108,NA
276,Dec-99,Clark Fork River above Missoula,12/14/1999,NA,NA,0.0019,0.007,0.011,0.3,NA,14,12.4,1390,341,0.006,170,0.07,3.5,6.67,NA,106,NA
277,Jan-00,Clark Fork River above Missoula,1/25/2000,NA,NA,0.0054,0.003,0.01,NA,0.03,-2,12.1,1280,340,0.006,170,0.08,1.4,7,NA,86,NA
278,Feb-00,Clark Fork River above Missoula,2/29/2000,NA,NA,0.0115,0.007,0.034,0.2,0.03,-68,11.3,1580,318,0.008,157,0.03,NA,8.36,NA,103,NA
279,Mar-00,Clark Fork River above Missoula,3/27/2000,NA,NA,0.0079,0.009,0.028,0.2,0.03,-78,11.1,1650,242,0.004,121,0.01,8.2,8.47,NA,114,NA
280,May-00,Clark Fork River above Missoula,5/15/2000,NA,NA,0.01225,0.009,0.023,NA,0.035,-50,8.3,5220,172,0.002,86,0.01,13.3,7.83,4.92,95,NA
281,Jun-00,Clark Fork River above Missoula,6/11/2000,NA,NA,0.0021,0.003,0.015,0.2,0.04,-63,5.5,4280,186,0.001,93,NA,16,8.14,3.94,65,NA
