 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 50 uS/cm KCl, National Field Supply Service (NFSS) stock number Q42FLD"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12324200,DL,11/28/2000,28,11,2000,8:15,,,MST,T,USGS-WRD,WS,,,,0,-7,,,1028,,,156,,2.83,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/6/2000,6,12,2000,15:15,,,MST,T,USGS-WRD,WS,,,,0.5,-1.5,,,1028,,,195,,2.76,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/5/2001,5,1,2001,8:45,,,MST,T,USGS-WRD,WS,,,,0.5,5,,,80020,,,186,,2.73,533,0.00001,8.3,,,227,,66.9,14.7,,,,,,,,,6,9,E 0.1,0.2,4.1,22.9,393,< 10.0,< 1,2.86,156,59.8,13.9,34,,,,0.83,,5.3,,,,,,,,,,,79,,,,,,16,8,,10,3044,,,,,,,,30,30,,,,,,,,,,,,,,22
USGS,12324200,DL,1/18/2001,18,1,2001,8:30,,,MST,T,USGS-WRD,WS,,,,0,-10,,,1028,,,160,,2.75,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/8/2001,8,3,2001,10:25,,,MST,T,USGS-WRD,WS,,,,3,0,,,1028,,,195,,2.78,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/28/2001,28,3,2001,15:35,,,MST,T,USGS-WRD,WS,,,,8.5,12.5,,,80020,,,225,,2.85,580,0.00001,8.3,,,248,,72.7,16.1,,,,,,,,,10.9,19,< 0.1,0.2,7.5,62.3,803,E 5.3,< 1,6.68,185,48.5,10,53,,,,0.87,,6.4,,,,,,,,,,,72,,,,,,43,26,,10,3044,,,,,,,,20,30,,,,,,,,,,,,,,102
USGS,12324200,DL,4/24/2001,24,4,2001,14:00,,,MDT,T,USGS-WRD,WS,,,,11,18,,,1028,,,182,,2.73,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/2/2001,2,5,2001,14:10,,,MDT,T,USGS-WRD,WS,,,,10,8,,,80020,,,217,,2.83,497,M ,8.6,,,218,,64.5,13.8,,,,,,,,,10.8,15,< 0.1,0.2,5.6,27.1,392,< 10.0,< 1,3.45,111,39.9,4.9,24,,,,0.86,,6.1,,,,,,,,,,,73,,,,,,18,11,,10,3044,,,,,,,,20,30,,,,,,,,,,,,,,136
USGS,12324200,DL,5/22/2001,22,5,2001,13:25,,,MDT,T,USGS-WRD,WS,,,,15,24,,,80020,,,113,,2.55,445,M ,8.6,,,182,,53.4,11.8,,,,,,,,,11.9,14,< 0.1,E 0.1,7.8,17.6,204,E 6.9,< 1,1.66,87.3,55.2,4.5,14,,,,0.78,,3.2,,,,,,,,,,,78,,,,,,10,3.1,,10,3044,,,,,,,,20,30,,,,,,,,,,,,,,162
USGS,12324200,DL,6/4/2001,4,6,2001,12:55,,,MDT,T,USGS-WRD,WS,,,,8.5,8.5,,,80020,,,291,,3,488,0.00001,8.2,,,197,,57.1,13.2,,,,,,,,,16.3,31,E 0.1,0.5,19.1,119,1310,36.1,M ,15.7,410,82.2,11.9,109,,,,0.91,,8.2,,,,,,,,,,,67,,,,,,110,86,,10,3044,,,,,,,,20,30,,,,,,,,,,,,,,165
USGS,12324200,DL,6/6/2001,6,6,2001,17:40,,,MDT,T,USGS-WRD,WS,,,,15,20,,,1028,,,214,,2.82,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,7/10/2001,10,7,2001,13:10,,,MDT,T,USGS-WRD,WS,,,,18,23,,,1028,,,71,,2.39,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,7/23/2001,23,7,2001,18:20,,,MDT,T,USGS-WRD,WS,,,,19,23.5,,,80020,,,119,,2.57,493,M ,8.6,,,218,,64.5,13.9,,,,,,,,,16.8,22,< 0.1,E 0.1,8.7,27.9,327,E 7.8,< 1,3,132,23.7,4,24,,,,0.78,,3.4,,,,,,,,,,,80,,,,,,6,1.9,,10,3044,,,,,,,,20,30,,,,,,,,,,,,,,218
USGS,12324200,DL,7/30/2001,30,7,2001,12:45,,,MDT,T,USGS-WRD,WS,,,,13.5,13.5,,,1028,,,72,,2.41,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,8/21/2001,21,8,2001,18:20,,,MDT,T,USGS-WRD,WS,,,,13.5,12,,,1028,,,38,,2.26,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,9/4/2001,4,9,2001,14:10,,,MDT,T,USGS-WRD,WS,,,,17.5,29.5,,,80020,,,43,,2.28,553,M ,8.6,,,224,,66.2,14.3,,,,,,,,,10.9,12,< 0.1,< 0.1,6,8.2,27.2,< 10.0,< 1,< 1.00,11.9,5.7,1.3,4,,,,0.69,,1.2,,,,,,,,,,,54,,,,,,6,0.7,,10,3044,,,,,,,,20,30,,,,,,,,,,,,,,261
USGS,12324200,DL,10/2/2001,2,10,2001,15:55,,,MDT,T,USGS-WRD,WS,,,,13.5,20,,,1028,,,92,,2.49,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/7/2001,7,11,2001,9:15,,,MST,T,USGS-WRD,WS,,,,3,3,,,80020,,,172,,2.73,551,0.00001,8.3,8.1,,243,,70.5,16.3,,,,,,,,,8.3,11,< 0.1,E 0.1,3.2,15.4,190,< 10.0,< 1,1.8,78.9,29.4,7.5,22,,,,0.83,,4.9,,,,,,,,,,,74,,,,,,14,6.5,,10,3044,,,538,,,,,20,30,,,,,,,,,,,,,,323
USGS,12324200,DL,11/13/2001,13,11,2001,13:25,,,MST,T,USGS-WRD,WS,,,,4.5,16,,,1028,,,179,,2.74,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/10/2002,10,1,2002,8:10,,,MST,T,USGS-WRD,WS,,,,0,-7,,,1028,,,166,,2.76,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/28/2002,28,2,2002,13:10,,,MST,T,USGS-WRD,WS,,,,1,-5.5,,,1028,,,149,,2.65,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/14/2002,14,3,2002,13:30,,,MST,T,USGS-WRD,WS,,,,3,13.5,,,80020,,,201,,2.82,551,M ,8.4,8,,244,,71.9,15.6,,,,,,,,,10.1,14,< 0.1,0.2,7.2,44.8,702,E 9.8,0.09,5.9,157,50.1,12.7,44,,,,0.86,,5.7,,,,,,,,,,,72,,,,,,39,21,,10,3044,,,551,,,,,30,30,,,,,,,,,,,,,,91
USGS,12324200,DL,4/8/2002,8,4,2002,14:10,,,MDT,T,USGS-WRD,WS,,,,9,13,,,80020,,,190,,2.79,524,M ,8.4,8.1,,224,,66,14.3,,,,,,,,,9.7,15,E 0.1,E 0.1,6.5,37,514,< 10.0,E 0.077,4.75,126,48.9,8.1,33,,,,0.85,,5.4,,,,,,,,,,,79,,,,,,23,12,,10,3044,,,521,,,,,20,30,,,,,,,,,,,,,,108
USGS,12324200,DL,4/9/2002,9,4,2002,13:35,,,MDT,T,USGS-WRD,WS,,,,6.5,8.5,,,1028,,,187,,2.78,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/6/2002,6,5,2002,14:10,,,MDT,T,USGS-WRD,WS,,,,10.5,7,,,80020,,,132,,2.61,527,M ,8.6,8.1,,232,,68.6,14.8,,,,,,,,,10.6,11,< 0.1,E 0.1,6.1,15.5,172,< 10.0,E 0.042,1.54,78,47.7,5.2,15,,,,0.8,,3.7,,,,,,,,,,,80,,,,,,10,3.6,,10,3044,,,527,,,,,20,30,,,,,,,,,,,,,,143
USGS,12324200,DL,5/29/2002,29,5,2002,14:15,,,MDT,T,USGS-WRD,WS,,,,17.5,23,,,80020,,,141,,2.63,445,M ,8.8,8.4,,193,,57.3,12.1,,,,,,,,,16.6,19,0.045,0.107,7.8,20.4,221,< 10.0,< 0.080,2.11,81.5,27.8,2.5,16,,,,0.8,,4,,,,,,,,,,,82,,,,,,11,4.2,,10,3044,,,437,,,,,20,30,,,,,,,,,,,,,,162
USGS,12324200,DL,5/30/2002,30,5,2002,9:50,,,MDT,T,USGS-WRD,WS,,,,14,14,,,1028,,,150,,2.66,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,6/4/2002,4,6,2002,9:45,,,MDT,T,USGS-WRD,WS,,,,12,15,,,80020,,,305,,3.07,360,0.00001,8.1,7.8,,150,,43.9,9.82,,,,,,,,,18.7,32,0.054,0.571,9.6,92.4,1450,21.3,0.206,13.3,328,23.1,8.9,90,,,,0.94,,8.6,,,,,,,,,,,68,,,,,,69,57,,10,3044,,,358,,,,,20,30,,,,,,,,,,,,,,172
USGS,12324200,DL,6/24/2002,24,6,2002,17:05,,,MDT,T,USGS-WRD,WS,,,,20,26.5,,,80020,,,325,,3.11,334,M ,8.9,8.4,,138,,40,9.2,,,,,,,,,22.2,26,0.059,0.166,9.4,33.8,394,E 9.4,0.089,3.66,94.9,18.1,2.3,25,,,,0.95,,9.2,,,,,,,,,,,78,,,,,,23,20,,10,3044,,,327,,,,,20,30,,,,,,,,,,,,,,192
USGS,12324200,DL,7/17/2002,17,7,2002,8:00,,,MDT,T,USGS-WRD,WS,,,,16.5,25.5,,,1028,,,77,,2.43,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,8/22/2002,22,8,2002,7:35,,,MDT,T,USGS-WRD,WS,,,,12,9,,,80020,,,97,,2.55,541,0.00001,8,7.9,,230,,68.2,14.4,,,,,,,,,12.7,13,0.08,0.055,10.7,15.7,99.8,E 5.4,E 0.048,< 1.00,15.6,8.45,8.3,11,,,,0.78,,2.7,,,,,,,,,,,85,,,,,,4,1,,10,3044,,,484,,,,,20,30,,,,,,,,,,,,,,248
USGS,12324200,DL,9/5/2002,5,9,2002,14:50,,,MDT,T,USGS-WRD,WS,,,,16.5,25,,,1028,,,85,,2.52,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,10/21/2002,21,10,2002,16:20,,,MDT,K,USGS-WRD,WS,,,,8,17,,,1028,,,159,,2.72,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/12/2002,12,12,2002,9:35,,,MDT,K,USGS-WRD,WS,,,,-4.5,0.5,,,1028,,,181,,2.76,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/28/2003,28,1,2003,11:40,,,MST,K,USGS-WRD,WS,,,,2,2,,,1028,,,314,,3.02,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/11/2003,11,3,2003,12:55,,,MST,K,USGS-WRD,WS,,,,3,11.5,,,1028,,,341,,3.1,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/14/2003,14,3,2003,10:15,,,MST,K,USGS-WRD,WS,,,,5,10,,,1028,,,666,,3.61,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/18/2003,18,3,2003,12:15,,,MST,T,USGS-WRD,WS,,,,5,7.5,,,80020,,,342,,3.09,515,0.00001,8.2,7.6,,217,,64.6,13.5,,,,,,,,,16.2,27,0.115,0.411,14,95.8,1420,12.5,0.247,22.1,259,83.9,19,102,,,,0.94,,9.7,,,,,,,,,,,68,,,,,,60,55,,10,3044,,,484,,,,,30,30,,,,,,,,,,,,,,94
USGS,12324200,DL,4/3/2003,3,4,2003,7:20,,,MST,K,USGS-WRD,WS,,,,3.5,-1,,,80020,,,347,,3.12,576,0.00001,8.2,7.7,,252,,72.4,17.2,,,,,,,,,16.7,25,0.069,0.33,9.9,66.1,1040,18,0.14,10.2,204,51.2,9,67,,,,0.95,,9.8,,,,,,,,,,,57,,,,,,55,52,,10,3044,,,555,,,,,,,,,,,,,,,,,,,,108
USGS,12324200,DL,4/28/2003,28,4,2003,17:30,,,MDT,K,USGS-WRD,WS,,,,9.5,7.5,,,80020,,,282,,2.99,460,M ,8.6,8.1,,194,,57.2,12.3,,,,,,,,,13.7,17,0.058,0.181,7.6,31.1,460,E 7.8,E 0.068,4.08,112,27.1,3,30,,,,0.91,,8,,,,,,,,,,,68,,,,,,22,17,,10,3044,,,447,,,,,,,,,,,,,,,,,,,,136
USGS,12324200,DL,4/29/2003,29,4,2003,11:35,,,MST,K,USGS-WRD,WS,,,,7,7.5,,,1028,,,282,,3,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/26/2003,26,5,2003,17:25,,,MDT,K,USGS-WRD,WS,,,,16.5,20.5,,,80020,,,471,,3.34,278,0.00001,8.1,7.5,,116,,34.7,7.26,,,,,,,,,19.5,34,0.064,0.645,13,119,2020,26.5,0.236,18,339,36.2,4,108,,,,1.02,,13,,,,,,,,,,,70,,,,,,94,120,,10,3044,,,281,,,,,,,,,,,,,,,,,,,,161
USGS,12324200,DL,6/1/2003,1,6,2003,19:00,,,MDT,K,USGS-WRD,WS,,,,14,19,,,80020,,,1010,,4.06,250,0.00001,8,7.7,,107,,32.2,6.44,,,,,,,,,23.7,53,0.081,0.875,18.7,241,2910,44.2,0.539,33.9,402,40.9,9,167,,,,1.24,,29,,,,,,,,,,,52,,,,,,187,510,,20,3036,,,249,,,,,,,,,,,,,,,,,,,,168
USGS,12324200,DL,6/4/2003,4,6,2003,7:40,,,MST,K,USGS-WRD,WS,,,,11.5,11,,,1028,,,642,,3.66,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,6/6/2003,6,6,2003,15:05,,,MST,K,USGS-WRD,WS,,,,13,18,,,1028,,,464,,3.34,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,6/16/2003,16,6,2003,15:15,,,MDT,K,USGS-WRD,WS,,,,18.5,29,,,80020,,,347,,3.12,303,0.00001,8.3,7.7,,130,,38.6,8.19,,,,,,,,,17,21,0.06,0.204,9.6,38.3,493,24.2,0.136,4.88,99.6,26.2,5.9,32,,,,0.95,,9.8,,,,,,,,,,,64,,,,,,24,22,,10,3044,,,293,,,,,,,,,,,,,,,,,,,,176
USGS,12324200,DL,7/16/2003,16,7,2003,15:50,,,MST,K,USGS-WRD,WS,,,,23,31,,,1028,,,61,,2.31,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,7/29/2003,29,7,2003,7:30,,,MDT,K,USGS-WRD,WS,,,,15.5,14,,,80020,,,40,,2.2,495,0.00001,8,7.9,,212,,63.8,12.8,,,,,,,,,17.8,17,0.06,0.072,8,13.5,76,9.2,< 0.080,0.67,48.3,34.4,8,13,,,,0.67,,1.1,,,,,,,,,,,88,,,,,,3,0.32,,10,3044,,,481,,,,,,,,,,,,,,,,,,,,224
USGS,12324200,DL,8/25/2003,25,8,2003,16:35,,,MDT,K,USGS-WRD,WS,,,,21,30,,,80020,,,80,,2.41,495,M ,8.6,8.3,,217,,64.6,13.5,,,,,,,,,15.8,20,0.039,0.106,6.6,17.8,149,< 8.0,E 0.057,1.46,73.4,17.1,2.6,13,,,,0.73,,2.3,,,,,,,,,,,69,,,,,,14,3,,10,3044,,,443,,,,,20,30,,,,,,,,,,,,,,259
USGS,12324200,DL,9/5/2003,5,9,2003,15:10,,,MST,K,USGS-WRD,WS,,,,18,30,,,1028,,,83,,2.43,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,10/16/2003,16,10,2003,13:05,,,MDT,K,USGS-WRD,WS,,,,6.5,10.5,,,1028,,,158,,2.68,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/17/2003,17,11,2003,15:40,,,MST,K,USGS-WRD,WS,,,,3.5,4.5,,,80020,,,182,,2.75,533,M ,8.6,8,,244,,71.3,16,,,,,,,,,11.5,13,0.043,0.138,4.6,21.8,349,E 5.0,< 0.080,2.48,80.9,38.9,6.1,25,,,,0.84,,5.2,,,,,,,,,,,77,,,,,,15,7.4,,10,3044,,,529,,,,,20,30,,,,,,,,,,,,,,
USGS,12324200,DL,12/8/2003,8,12,2003,10:20,,,MDT,K,USGS-WRD,WS,,,,-1,0,,,1028,,,191,,2.78,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/22/2004,22,1,2004,8:05,,,MDT,K,USGS-WRD,WS,,,,0,-5,,,1028,,,174,,2.7,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/4/2004,4,3,2004,16:10,,,MDT,K,USGS-WRD,WS,,,,3.5,3,,,1028,,,197,,2.76,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/17/2004,17,3,2004,10:05,,,MST,K,USGS-WRD,WS,,,,5,9,,,80020,,,204,,2.78,533,M ,8.4,7.8,,245,,71.7,15.9,,,,,,,,,11.3,12,0.064,0.181,5.5,30.3,471,E 5.9,E 0.059,3.52,119,61.3,6.6,29,,,,0.85,,5.8,,,,,,,,,,,76,,,,,,23,13,,10,3044,,,520,,,,,20,30,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2004,15,4,2004,10:05,,,MDT,K,USGS-WRD,WS,,,,7.5,,,,1028,,,175,,2.7,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2004,20,4,2004,15:05,,,MDT,K,USGS-WRD,WS,,,,9,4.5,,,80020,,,179,,2.74,520,M ,8.6,8.1,,238,,69.9,15.3,,,,,,,,,15.4,13,E 0.031,0.092,5.4,15.8,234,7.6,E 0.043,1.86,66,41.2,4.1,16,,,,0.84,,5.1,,,,,,,,,,,76,,,,,,12,5.8,,10,3044,,,496,,,,,20,30,,,,,,,,,,,,,,
USGS,12324200,DL,5/17/2004,17,5,2004,15:05,,,MDT,K,USGS-WRD,WS,,,,12.5,19,,,80020,,,106,,2.52,499,M ,8.5,8,,235,,70.2,14.5,,,,,,,,,10.9,13,E 0.039,0.097,5.6,14.2,191,10.1,E 0.062,1.32,70.3,37.3,4.9,14,,,,0.77,,3,,,,,,,,,,,88,10,,,,,8,2.3,,10,3044,,,471,,,,,30,30,,,,,,,,,,,,,,
USGS,12324200,DL,5/27/2004,27,5,2004,13:15,,,MDT,K,USGS-WRD,WS,,,,14,27,,,1028,,,145,,2.61,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,6/1/2004,1,6,2004,8:55,,,MDT,K,USGS-WRD,WS,,,,10.5,11,,,80020,,,146,,2.64,497,0.00001,8.2,7.8,,222,,65,14.5,,,,,,,,,17.7,25,0.062,0.181,6.1,26.5,379,10.9,E 0.066,2.97,126,36.4,4.9,26,,,,0.8,,4.1,,,,,,,,,,,88,,,,,,16,6.3,,10,3044,,,469,,,,,20,30,,,,,,,,,,,,,,
USGS,12324200,DL,6/13/2004,13,6,2004,14:15,,,MDT,K,USGS-WRD,WS,,,,15.5,17,,,80020,,,155,,2.66,385,M ,8.6,8.1,,173,,51.4,10.8,,,,,,,,,18.1,23,E 0.030,0.121,6.2,19.9,232,7.7,E 0.060,1.97,85.2,25,2.4,16,,,,0.81,,4.4,,,,,,,,,,,87,,,,,,11,4.6,,10,3044,,,366,,,,,20,30,,,,,,,,,,,,,,
